eid,size,dataset_type,category,shape_type,data_unit,sentence
Id155,2,en,Building,sibling,Asser_Levy_Public_Baths location New_York_City Asser_Levy_Public_Baths yearOfConstruction 1904,"The location of Asser Levy Public Baths, built in 1904, is New York City."
Id225,3,en,Food,mixed,Binignit course Dessert Dessert dishVariation Cookie Binignit ingredient Coconut_milk,Binignit is a dessert that contains coconut milk. A cookie is also a dessert.
Id29,2,en,University,sibling,School of Business and Social Sciences at the Aarhus University academicStaffSize 737 School of Business and Social Sciences at the Aarhus University country Denmark,Denmark's School of Business and Social Sciences at the Aarhus University has an academic staff size of 737 people.
Id8,4,en,Food,sibling,"Ajoblanco alternativeName ""Ajo blanco"" Ajoblanco country Spain Ajoblanco ingredient Almond Ajoblanco region Andalusia","Ajoblanco, from the Andalusia region in Spain, has almond as one of its ingredients. Ajo blanco is an alternative name of Ajoblanco."
Id45,2,en,SportsTeam,sibling,A.D._Isidro_Metapán ground Metapán A.D._Isidro_Metapán league Salvadoran_Primera_División,A.D. Isidro Metapan play in the Salvadoran Primera Division and their ground is in Metapán.
Id102,4,en,Building,mixed,"Akita_Museum_of_Art country Japan Japan ethnicGroup Chinese_people_in_Japan Akita,_Akita isPartOf Akita_Prefecture Akita_Museum_of_Art location Akita,_Akita","Akita Museum of Art is an art museum in the city of Akita, Akita Prefecture, Japan, where there is an ethnic group of Chinese people."
Id133,3,en,SportsTeam,sibling,"Agremiação_Sportiva_Arapiraquense fullName ""Agremiação Sportiva Arapiraquense"" Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 Agremiação_Sportiva_Arapiraquense season 2015_Campeonato_Brasileiro_Série_C","The Agremiação Sportiva Arapiraquense's full name is ""Agremiação Sportiva Arapiraquense"". It has 17000 members and it was in Campeonato Brasileiro Serie C in 2015."
Id23,2,en,Airport,sibling,Athens_International_Airport cityServed Athens Athens_International_Airport runwayLength 3800.0,Athens International Airport serves the city of Athens and has a runway length of 3.800 metres.
Id6,2,en,ComicsCharacter,chain,Bibbo_Bibbowski creator Jerry_Ordway Jerry_Ordway nationality Americans,"The creator of Bibbo Bibbowski is Jerry Ordway, an American."
Id266,2,en,Food,chain,Singapore language English_language Ayam_penyet region Singapore,"Ayam penyet is a regional Singapore cuisine, where English is a spoken language."
Id170,1,en,Airport,,"Ardmore_Airport_(New_Zealand) runwayName ""03R/21L""","03R/21L is a runway name at Ardmore Airport, New Zealand."
Id6,4,en,University,sibling,"Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology director ""Dr. G. P. Prabhukumar"" Acharya_Institute_of_Technology established 2000","An affiliate of Visvesvaraya Technological University and established in 2000 in India, Acharya Institute of Technology is led by director Dr. G. P. Prabhukumar."
Id80,2,en,Food,sibling,Ayam_penyet country Java Ayam_penyet ingredient Fried_chicken,Ayam penyet made in Java has fried chicken as the main ingredient.
Id166,2,en,SportsTeam,chain,Peter_Stöger club FC_Admira_Wacker_Mödling 1._FC_Köln manager Peter_Stöger,Peter Stöger's club is the FC Admira Wacker Mödling and he is the manager of 1. FC Koln.
Id30,1,en,Monument,,England religion Church_of_England,The religion of England is Church of England.
Id56,1,en,University,,Switzerland legislature Federal_Assembly_(Switzerland),Switzerland's legislature is known as the Federal Assembly.
Id43,3,en,Building,sibling,"250_Delaware_Avenue buildingStartDate ""January, 2014"" 250_Delaware_Avenue floorArea 30843.8 (square metres) 250_Delaware_Avenue floorCount 12","250 Delaware Avenue, which has 12 floors and a floor area of 30843.8 square meters, began construction in January of 2014."
Id65,2,en,Food,sibling,Asam_pedas country Malaysia Asam_pedas region Sumatra,Sumatran dish asam pedas is found in Malaysia.
Id11,5,en,SportsTeam,mixed,Greece capital Athens Greece language Greek_language Greece leader Alexis_Tsipras Greece leader Nikos_Voutsis A.E_Dimitra_Efxeinoupolis location Greece,"A.E Dimitra Efxeinoupolis is located in Greece, where the leaders are Alexis Tsipras and Nikos Voutsis. Greek is spoken in Greece and the capital is Athens."
Id48,7,en,University,sibling,"School of Business and Social Sciences at the Aarhus University academicStaffSize 737 School of Business and Social Sciences at the Aarhus University affiliation European_University_Association School of Business and Social Sciences at the Aarhus University city Aarhus School of Business and Social Sciences at the Aarhus University country Denmark School of Business and Social Sciences at the Aarhus University dean ""Thomas Pallesen"" School of Business and Social Sciences at the Aarhus University established 1928 School of Business and Social Sciences at the Aarhus University latinName ""Universitas Aarhusiensis""","In 1928 the School of Business and Social Sciences at the Aarhus University was established in the city of Aarhus, Denmark. Dean Thomas Pallesen heads the School which has the Latin name of ""Universitas Aarhusiensis"" . There are 737 academic staff and it is affiliated with the European University Association."
Id54,4,en,Astronaut,sibling,"Elliot_See almaMater University_of_Texas_at_Austin Elliot_See birthPlace Dallas Elliot_See occupation Test_pilot Elliot_See status ""Deceased""",Elliot See (born in Dallas) went to the University of Texas at Austin and was a test pilot. He is deceased now.
Id65,4,en,Astronaut,sibling,"Elliot_See birthPlace Dallas Elliot_See deathPlace St._Louis Elliot_See nationality United_States Elliot_See status ""Deceased""",Elliot See was born in Dallas in the United States and died in St Louis.
Id130,1,en,SportsTeam,,Akron_Summit_Assault league Premier_Development_League,Akron Summit Assault play in the Premier Development League.
Id46,2,en,SportsTeam,chain,Jorge_Humberto_Rodríguez club Alianza_F.C. A.D._Isidro_Metapán manager Jorge_Humberto_Rodríguez,A.D. Isidro Metapan's manager is Jorge Humberto Rodriguez whose club is Alianza F.C.
Id51,3,en,Food,sibling,Arròs_negre country Spain Arròs_negre ingredient Squid Arròs_negre region Valencian_Community,Arròs negre made with squid is a traditional dish from the region of the Valencian Community in Spain.
Id97,3,en,Food,sibling,Bacon_Explosion country United_States Bacon_Explosion ingredient Sausage Bacon_Explosion region Kansas_City_metropolitan_area,Sausage is an ingredient in a Bacon Explosion which originates from the Kansas City metropolitan area in the US.
Id56,2,en,SportsTeam,sibling,A.E_Dimitra_Efxeinoupolis ground Efxeinoupoli A.E_Dimitra_Efxeinoupolis numberOfMembers 1500,AE Dimitra Efxeinoupolis has 1500 members and its ground is located in the town of Efxeinoupoli.
Id158,2,en,Food,sibling,Bandeja_paisa country Colombian_cuisine Bandeja_paisa ingredient Black_pudding,Colombian cuisine includes a dish which has black pudding as an ingredient and that is called bandeja paisa.
Id131,3,en,SportsTeam,sibling,"Agremiação_Sportiva_Arapiraquense nickname ""''Alvinegro"" Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 Agremiação_Sportiva_Arapiraquense season 2015_Campeonato_Brasileiro_Série_C",Agremiação Sportiva Arapiraquense (nickname: Alvinegro) competed in the 2015 Campeonato Brasileiro Série C and their ground holds 17000 fans.
Id71,4,en,Food,mixed,Ayam_penyet country Java Malaysia ethnicGroup Malaysian_Chinese Ayam_penyet ingredient Fried_chicken Ayam_penyet region Malaysia,"Ayam penyet, which has fried chicken in it, is a popular dish in Malaysia and Java. The Malaysian chinese are an ethnic group from Malaysia."
Id158,3,en,Airport,mixed,Port_Authority_of_New_York_and_New_Jersey headquarter Four_World_Trade_Center Atlantic_City_International_Airport operatingOrganisation Port_Authority_of_New_York_and_New_Jersey Port_Authority_of_New_York_and_New_Jersey regionServed New_York,The Atlantic City International Airport is operated by the Port Authority of New York and New Jersey which serves New York and is headquartered at the Four World Trade Center.
Id178,1,en,SportsTeam,,Jens_Härtel club FSV_Zwickau,Jens Härtel is a member of the FSV Zwickau club.
Id8,4,en,Food,sibling,"Ajoblanco alternativeName ""Ajo blanco"" Ajoblanco country Spain Ajoblanco ingredient Almond Ajoblanco region Andalusia","Ajoblanco is a food found in Andalusia, Spain. Ajo blanco is an alternative name and it includes Almonds."
Id119,4,en,Airport,mixed,Angola_International_Airport cityServed Luanda Luanda country Angola Ícolo_e_Bengo isPartOf Luanda_Province Angola_International_Airport location Ícolo_e_Bengo,The Angola International Airport serving Luanda in Angola is located at Ícolo e Bengo. Icolo e Bengo is in the Luanda Province.
Id71,4,en,SportsTeam,sibling,"A.S._Livorno_Calcio fullName ""Livorno Calcio S.p.A."" A.S._Livorno_Calcio ground Stadio_Armando_Picchi A.S._Livorno_Calcio numberOfMembers 19238 A.S._Livorno_Calcio season 2014",The full name of A.S. Livorno Calcio is Livorno Calcio S.p.A. and their hone ground is the Stadio Armando Picchi. The club has 19238 members and played in the 2014 season.
Id104,4,en,SportsTeam,mixed,Campeonato_Brasileiro_Série_C champions Vila_Nova_Futebol_Clube Campeonato_Brasileiro_Série_C country Brazil Agremiação_Sportiva_Arapiraquense ground Estádio_Municipal_Coaracy_da_Mata_Fonseca Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C,"Agremiação Sportiva Arapiraquense play their home games at Estádio Municipal Coaracy da Mata Fonseca in the Campeonato Brasileiro Série C league, Brazil. Vila Nova Futebol Clube are currently the champions of Campeonato Brasileiro Serie C."
Id32,2,en,Monument,chain,Turkey largestCity Istanbul Atatürk_Monument_(İzmir) location Turkey,"Istanbul is the largest city in Turkey, where the Atatürk Monument is located."
Id26,3,en,SportsTeam,sibling,"A.C._Chievo_Verona fullName ""Associazione Calcio ChievoVerona S.r.l."" A.C._Chievo_Verona ground Stadio_Marc'Antonio_Bentegodi A.C._Chievo_Verona numberOfMembers 39371",Associazione Calcio ChievoVerona S.r.l. (abbreviated to A.C. Chievo Verona) has 39371 members and its home ground is Stadio Marc'Antonio Bentegodi.
Id240,2,en,Food,sibling,Bionico course Dessert Bionico ingredient Sour_cream,Sour cream is an ingredient in the preparation of Bionico which is served as a dessert.
Id9,4,en,University,sibling,School of Business and Social Sciences at the Aarhus University academicStaffSize 737 School of Business and Social Sciences at the Aarhus University country Denmark School of Business and Social Sciences at the Aarhus University established 1928 School of Business and Social Sciences at the Aarhus University numberOfStudents 16000,The School of Business and Social Sciences at the Aarhus University was established in 1928 in Denmark. It has an academic staff of 737 and a student body of 16000.
Id7,7,en,University,mixed,"Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Visvesvaraya_Technological_University city Belgaum Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology director ""Dr. G. P. Prabhukumar"" Acharya_Institute_of_Technology established 2000 Acharya_Institute_of_Technology state Karnataka","The Acharya Institute of Technology's campus is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore, Karnataka, India, 560090. It was established in 2000 and its director is Dr G P Prabhukumar. It is affiliated to the Visvesvaraya Technological University in Belgaum."
Id199,2,en,Food,sibling,"Beef_kway_teow country ""Singapore and Indonesia"" Beef_kway_teow ingredient Palm_sugar","Palm sugar is an ingredient in beef kway teow, a dish commonly found in Singapore and Indonesia."
Id16,1,en,Airport,,"Andrews_County,_Texas countySeat Andrews,_Texas","Andrews County, Texas has its county seat in Andrews, Texas."
Id118,3,en,Building,mixed,"Alan_B._Miller_Hall address ""101 Ukrop Way"" Mason_School_of_Business country United_States Alan_B._Miller_Hall currentTenants Mason_School_of_Business","Alan B Miller Hall, tenant of The Mason School of Business, is located at 101 Ukrop Way in the United States."
Id6,2,en,Monument,sibling,"11th_Mississippi_Infantry_Monument location Adams_County,_Pennsylvania 11th_Mississippi_Infantry_Monument municipality Gettysburg,_Pennsylvania","The 11th Mississippi Infantry Monument is in the municipality of Gettysburg, Adams County, in Pennsylvania."
Id115,2,en,SportsTeam,chain,AFC_Ajax_(amateurs) ground Amsterdam Amsterdam part Amsterdam-Centrum,"Amsterdam-Centrum is part of Amsterdam, the city where AFC Ajax (amateurs) have their ground."
Id12,4,en,SportsTeam,mixed,Serie_B champions Carpi_F.C._1909 A.C._Cesena ground Stadio_Dino_Manuzzi A.C._Cesena league Serie_B A.C._Cesena numberOfMembers 23900,A.C. Cesena has 23900 members and their ground is the Stadio Dino Manuzzi. They currently play in the Serie B League in which Carpi F.C. 1909 have previously been champions.
Id53,4,en,SportsTeam,sibling,"A.F.C._Blackpool fullName ""Association Football Club Blackpool"" A.F.C._Blackpool ground ""The Mechanics,"" A.F.C._Blackpool numberOfMembers 1500 A.F.C._Blackpool season 2014","A.F.C. Blackpool's has 1500 members and their ground is The Mechanics. A.F.C. Blackpool's full name is ""Association Football Club Blackpool"" and they played in season 2014."
Id27,5,en,University,sibling,"Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology director ""Dr. G. P. Prabhukumar""","The Acharya Institute of Technology's campus in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090, India is affiliated to the Visvesvaraya Technological University. Its director is Dr G. P. Prabhukumar."
Id66,4,en,Airport,sibling,"Al_Asad_Airbase location ""Al Anbar Province, Iraq"" Al_Asad_Airbase operatingOrganisation United_States_Air_Force Al_Asad_Airbase runwayLength 3990.0 Al_Asad_Airbase runwayName ""09L/27R""","Al Asad airbase is operated by the United States Air Force and is located at Al Anbar Province, Iraq. The runway name is 09L/27R and has a length of 3990."
